symbol,name,theme,benchmark,invest_type,management,list_date,delist_date,list_status,m_fee,c_fee,scale_yi,scale_reliable,n_qualify_years,first_qualify_year,last_qualify_year,peak_year,peak_avg_daily_yi,latest_year,latest_avg_daily_yi,theme_representative
512970.SH,平安中证粤港澳大湾区发展主题ETF,中证粤港澳大湾区发展主题,中证粤港澳大湾区发展主题指数收益率×100%,被动指数型,平安基金管理有限公司,20191111,nan,L,0.15,0.05,0.08,Y,0,,,2020,0.2246,2026,0.015,Y
159120.SZ,国联安恒生港股通科技主题ETF,经估值汇率折算后的恒生港股通科技主题,经估值汇率折算后的恒生港股通科技主题指数收益率×100%,被动指数型,国联安基金管理有限公司,20251113,nan,L,0.5,0.1,1.11,Y,0,,,2026,0.2242,2026,0.2242,Y
515580.SH,华泰柏瑞中证科技100ETF,中证科技100,中证科技100指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20191028,nan,L,0.5,0.1,4.24,Y,0,,,2020,0.2241,2026,0.1292,Y
159237.SZ,工银瑞信中证港股通汽车产业主题ETF,经汇率调整后的中证港股通汽车产业主题,经汇率调整后的中证港股通汽车产业主题指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20250707,nan,L,0.45,0.07,0.37,Y,0,,,2025,0.2181,2026,0.1707,Y
560990.SH,中金中证科技先锋ETF,中证科技先锋,中证科技先锋指数收益率×100%,被动指数型,中金基金管理有限公司,20220627,nan,L,0.5,0.05,0.19,Y,0,,,2022,0.2181,2026,0.0172,Y
563990.SH,富国中证800自由现金流ETF,中证800自由现金流,中证800自由现金流指数收益率×100%,被动指数型,富国基金管理有限公司,20250424,nan,L,0.5,0.1,3.75,Y,0,,,2025,0.2109,2026,0.1522,Y
159301.SZ,华夏中证全指公用事业ETF,中证全指公用事业,中证全指公用事业指数收益率×100%,被动指数型,华夏基金管理有限公司,20240722,nan,L,0.5,0.1,1.17,Y,0,,,2026,0.2103,2026,0.2103,Y
588850.SH,嘉实上证科创板工业机械ETF,上证科创板工业机械,上证科创板工业机械指数收益率×100%,被动指数型,嘉实基金管理有限公司,20250424,nan,L,0.5,0.1,1.47,Y,0,,,2026,0.2097,2026,0.2097,Y
563210.SH,富国恒生A股专精特新企业ETF,恒生A股专精特新企业,恒生A股专精特新企业指数收益率×100%,被动指数型,富国基金管理有限公司,20250124,nan,L,0.5,0.1,2.41,Y,0,,,2026,0.2061,2026,0.2061,Y
530580.SH,南方上证180ETF,上证180,上证180指数收益率×100%,被动指数型,南方基金管理股份有限公司,20250108,nan,L,0.15,0.05,0.65,Y,0,,,2025,0.206,2026,0.1155,Y
159121.SZ,易方达恒生港股通汽车主题ETF,恒生港股通汽车主题,恒生港股通汽车主题指数收益率(使用估值汇率折算)×100%,被动指数型,易方达基金管理有限公司,20251124,nan,L,0.5,0.1,1.05,Y,0,,,2026,0.2018,2026,0.2018,Y
159761.SZ,国泰中证新材料主题ETF,中证新材料主题,中证新材料主题指数收益率×100%,被动指数型,国泰基金管理有限公司,20211213,nan,L,0.5,0.1,1.6,Y,0,,,2022,0.2018,2026,0.1321,Y
510160.SH,南方中证南方小康产业ETF,中证南方小康产业,中证南方小康产业指数×100%,被动指数型,南方基金管理股份有限公司,20101101,nan,L,0.5,0.1,1.67,Y,0,,,2015,0.201,2026,0.0064,Y
159572.SZ,易方达创业板200ETF,创业板200,创业板200指数收益率×100%,被动指数型,易方达基金管理有限公司,20231225,nan,L,0.15,0.05,2.78,Y,0,,,2026,0.1962,2026,0.1962,Y
511210.SH,博时上证企债30ETF,上证企债30,上证企债30指数×100%,被动指数型,博时基金管理有限公司,20130816,20180126,D,nan,nan,,Y,0,,,2013,0.1953,2017,0.0006,Y
159036.SZ,华宝中证全指软件开发ETF,中证全指软件开发,中证全指软件开发指数收益率×100%,nan,华宝基金管理有限公司,20260611,nan,L,0.5,0.1,2.75,Y,0,,,2026,0.1917,2026,0.1917,Y
159962.SZ,华夏中证四川国企改革ETF,中证四川国企改革,中证四川国企改革指数收益率×100%,被动指数型,华夏基金管理有限公司,20190418,20221109,D,nan,nan,,Y,0,,,2020,0.1915,2022,0.0024,Y
159786.SZ,银华中证虚拟现实主题ETF,中证虚拟现实主题,中证虚拟现实主题指数收益率×100%,被动指数型,银华基金管理股份有限公司,20210806,nan,L,0.5,0.1,1.01,Y,0,,,2023,0.1908,2026,0.1713,Y
515910.SH,中金MSCI中国A股国际质量ETF,MSCI中国A股国际质量,MSCI中国A股国际质量指数收益率×100%,被动指数型,中金基金管理有限公司,20210226,nan,L,0.3,0.05,1.56,Y,0,,,2021,0.1907,2026,0.0306,Y
159606.SZ,易方达中证500质量成长ETF,中证500质量成长,中证500质量成长指数收益率×100%,被动指数型,易方达基金管理有限公司,20211229,nan,L,0.5,0.1,5.47,Y,0,,,2022,0.1888,2026,0.1486,Y
159586.SZ,南方中证全指计算机ETF,中证全指计算机,中证全指计算机指数收益率×100%,被动指数型,南方基金管理股份有限公司,20240315,nan,L,0.5,0.1,2.77,Y,0,,,2026,0.1833,2026,0.1833,Y
510020.SH,博时上证超级大盘ETF,上证超级大盘,上证超级大盘指数×100%,被动指数型,博时基金管理有限公司,20100319,nan,L,0.5,0.1,1.41,Y,0,,,2015,0.1829,2026,0.0307,Y
159708.SZ,西部利得深证红利ETF,深证红利,深证红利指数收益率×100%,被动指数型,西部利得基金管理有限公司,20210702,nan,L,0.4,0.08,1.45,Y,0,,,2024,0.1816,2026,0.1194,Y
159976.SZ,工银瑞信粤港澳大湾区创新100ETF,粤港澳大湾区创新100,粤港澳大湾区创新100指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20200117,nan,L,0.25,0.05,0.84,Y,0,,,2020,0.1806,2026,0.0245,Y
159377.SZ,国泰创业板医药卫生ETF,创业板医药卫生,创业板医药卫生指数收益率×100%,被动指数型,国泰基金管理有限公司,20250415,nan,L,0.5,0.1,1.23,Y,0,,,2026,0.1784,2026,0.1784,Y
562860.SH,嘉实中证疫苗与生物技术ETF,中证疫苗与生物技术,中证疫苗与生物技术指数收益率×100%,被动指数型,嘉实基金管理有限公司,20230224,nan,L,0.5,0.1,2.17,Y,0,,,2023,0.1777,2026,0.1156,Y
516800.SH,华宝中证智能制造主题ETF,中证智能制造主题,中证智能制造主题指数收益率×100%,被动指数型,华宝基金管理有限公司,20210219,nan,L,0.5,0.1,1.82,Y,0,,,2021,0.1756,2026,0.1298,Y
159007.SZ,华泰柏瑞中证畜牧养殖产业ETF,中证畜牧养殖产业,中证畜牧养殖产业指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20260417,nan,L,0.5,0.1,1.7,Y,0,,,2026,0.1755,2026,0.1755,Y
159666.SZ,华夏中证全指运输ETF,中证全指运输,中证全指运输指数收益率×100%,被动指数型,华夏基金管理有限公司,20230213,nan,L,0.5,0.1,1.38,Y,0,,,2026,0.1746,2026,0.1746,Y
512120.SH,华安中证细分医药ETF,中证细分医药产业主题,中证细分医药产业主题指数×100%,被动指数型,华安基金管理有限公司,20140106,nan,L,0.5,0.1,3.57,Y,0,,,2023,0.1706,2026,0.14,Y
517770.SH,浦银中证沪港深游戏及文化传媒ETF,中证沪港深游戏及文化传媒,中证沪港深游戏及文化传媒指数收益率×100%,被动指数型,浦银基金管理有限公司,20211203,nan,L,0.5,0.1,1.74,Y,0,,,2026,0.1675,2026,0.1675,Y
512530.SH,建信沪深300红利ETF,沪深300红利,沪深300红利指数×100%,被动指数型,建信基金管理有限责任公司,20190923,nan,L,0.5,0.1,1.57,Y,0,,,2019,0.1616,2026,0.0665,Y
159312.SZ,广发恒指港股通ETF,恒指港股通,恒指港股通指数收益率×100%,被动指数型,广发基金管理有限公司,20241108,nan,L,0.5,0.1,0.38,Y,0,,,2025,0.1613,2026,0.1105,Y
562330.SH,银华中证500价值ETF,中证500价值,中证500价值指数收益率×100%,被动指数型,银华基金管理股份有限公司,20230418,nan,L,0.5,0.1,0.15,Y,0,,,2023,0.1608,2026,0.0119,Y
562900.SH,易方达中证现代农业主题ETF,中证现代农业主题,中证现代农业主题指数收益率×100%,被动指数型,易方达基金管理有限公司,20211213,nan,L,0.15,0.05,1.7,Y,0,,,2022,0.159,2026,0.1395,Y
562050.SH,华宝中证制药ETF,中证制药,中证制药指数收益率×100%,被动指数型,华宝基金管理有限公司,20250619,nan,L,0.5,0.1,0.91,Y,0,,,2025,0.1576,2026,0.1048,Y
517800.SH,方正富邦中证沪港深人工智能50ETF,中证沪港深人工智能50,中证沪港深人工智能50指数收益率×100%,被动指数型,方正富邦基金管理有限公司,20210826,nan,L,0.5,0.1,2.12,Y,0,,,2025,0.1575,2026,0.1333,Y
513830.SH,嘉实中证港股通高股息投资ETF,经估值汇率调整后的中证港股通高股息投资,经估值汇率调整后的中证港股通高股息投资指数收益率×100%,被动指数型,嘉实基金管理有限公司,20250307,nan,L,0.5,0.1,0.65,Y,0,,,2025,0.1558,2026,0.0397,Y
159773.SZ,华泰柏瑞创业板科技ETF,创业板科技,创业板科技指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20211008,nan,L,0.5,0.1,1.89,Y,0,,,2024,0.1553,2026,0.0842,Y
159621.SZ,国泰MSCI中国A股ESG通用ETF,MSCI中国A股人民币ESG通用,MSCI中国A股人民币ESG通用指数收益率×100%,被动指数型,国泰基金管理有限公司,20220909,nan,L,0.5,0.1,0.17,Y,0,,,2022,0.1512,2026,0.0307,Y
517280.SH,天弘中证沪港深线上消费主题ETF,中证沪港深线上消费主题,中证沪港深线上消费主题指数×100%,被动指数型,天弘基金管理有限公司,20211203,20240826,D,nan,nan,,Y,0,,,2022,0.151,2024,0.0726,Y
159752.SZ,申万菱信中证内地新能源主题ETF,中证内地新能源主题,中证内地新能源主题指数收益率×100%,被动指数型,申万菱信基金管理有限公司,20210728,nan,L,0.5,0.1,2.41,Y,0,,,2021,0.1509,2026,0.1448,Y
159916.SZ,建信深证基本面60ETF,深证基本面60,深证基本面60指数×100%,被动指数型,建信基金管理有限责任公司,20111024,nan,L,0.5,0.1,2.2,Y,0,,,2023,0.1463,2026,0.0349,Y
159760.SZ,泰康国证公共卫生与医疗健康ETF,国证公共卫生与医疗健康,国证公共卫生与医疗健康指数收益率×100%,被动指数型,泰康基金管理有限公司,20211220,nan,L,0.5,0.1,0.77,Y,0,,,2022,0.1444,2026,0.0166,Y
159906.SZ,大成深证成长40ETF,深证成长40价格,深证成长40价格指数×100%,被动指数型,大成基金管理有限公司,20110223,nan,L,0.5,0.1,2.43,Y,0,,,2026,0.1438,2026,0.1438,Y
562320.SH,银华沪深300价值ETF,沪深300价值,沪深300价值指数×100%,被动指数型,银华基金管理股份有限公司,20230112,nan,L,0.5,0.1,0.75,Y,0,,,2023,0.1423,2026,0.0793,Y
159873.SZ,天弘中证全指医疗保健设备与服务ETF,中证全指医疗保健设备与服务,中证全指医疗保健设备与服务指数×100%,被动指数型,天弘基金管理有限公司,20210329,nan,L,0.5,0.1,2.49,Y,0,,,2021,0.1402,2026,0.1225,Y
512650.SH,汇添富中证长三角一体化发展主题ETF,中证长三角一体化发展主题,中证长三角一体化发展主题指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20191025,nan,L,0.15,0.05,0.45,Y,0,,,2020,0.137,2026,0.0351,Y
560660.SH,新华中证云计算50ETF,中证云计算50,中证云计算50指数收益率×100%,被动指数型,新华基金管理股份有限公司,20210825,nan,L,0.5,0.1,1.44,Y,0,,,2025,0.1364,2026,0.1328,Y
159945.SZ,广发中证全指能源ETF,中证全指能源,中证全指能源指数×100%,被动指数型,广发基金管理有限公司,20150706,nan,L,0.5,0.1,0.87,Y,0,,,2026,0.1333,2026,0.1333,Y
512330.SH,南方中证500信息技术指数ETF,中证500信息技术,中证500信息技术指数×100%,被动指数型,南方基金管理股份有限公司,20150720,nan,L,0.5,0.1,6.78,Y,0,,,2020,0.1328,2026,0.1197,Y
516550.SH,嘉实中证大农业ETF,中证大农业,中证大农业指数收益率×100%,被动指数型,嘉实基金管理有限公司,20210408,nan,L,0.5,0.1,1.85,Y,0,,,2022,0.1323,2026,0.0993,Y
159275.SZ,华宝中证全指农牧渔ETF,中证全指农牧渔,中证全指农牧渔指数收益率×100%,被动指数型,华宝基金管理有限公司,20250929,nan,L,0.5,0.1,2.25,Y,0,,,2025,0.1314,2026,0.126,Y
515920.SH,博时中证智能消费主题ETF,中证智能消费主题,中证智能消费主题指数×100%,被动指数型,博时基金管理有限公司,20210120,nan,L,0.5,0.1,0.79,Y,0,,,2021,0.1304,2026,0.0542,Y
517850.SH,汇添富中证沪港深张江自主创新50ETF,中证沪港深张江自主创新50,中证沪港深张江自主创新50指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20220516,nan,L,0.15,0.05,0.49,Y,0,,,2022,0.1298,2026,0.0127,Y
159616.SZ,建信中证农牧主题ETF,中证农牧主题,中证农牧主题指数收益率×100%,被动指数型,建信基金管理有限责任公司,20220808,nan,L,0.5,0.1,0.55,Y,0,,,2026,0.1282,2026,0.1282,Y
560960.SH,摩根中证碳中和60ETF,中证碳中和60,中证碳中和60指数收益率×100%,被动指数型,摩根基金管理(中国)有限公司,20230113,20250626,D,nan,nan,,Y,0,,,2024,0.1256,2025,0.0732,Y
563010.SH,易方达中证电信主题ETF,中证电信主题,中证电信主题指数收益率×100%,被动指数型,易方达基金管理有限公司,20230713,nan,L,0.5,0.1,2.05,Y,0,,,2026,0.125,2026,0.125,Y
512260.SH,华安中证500行业中性低波动ETF,中证500行业中性低波动,中证500行业中性低波动指数收益率×100%,被动指数型,华安基金管理有限公司,20190111,nan,L,0.5,0.1,0.4,Y,0,,,2019,0.1249,2026,0.0133,Y
520560.SH,华宝港股通恒生中国(香港上市)30ETF,香港上市)30,经人民币汇率调整的恒生中国(香港上市)30指数收益率×100%,被动指数型,华宝基金管理有限公司,20251013,nan,L,0.5,0.1,5.02,Y,0,,,2026,0.1239,2026,0.1239,Y
510110.SH,海富通上证周期行业50ETF,上证周期行业50,上证周期行业50指数×100%,被动指数型,海富通基金管理有限公司,20101115,20230811,D,nan,nan,,Y,0,,,2015,0.1239,2023,0.0023,Y
159385.SZ,富国中证诚通国企数字经济ETF,中证诚通国企数字经济,中证诚通国企数字经济指数收益率×100%,被动指数型,富国基金管理有限公司,20250530,nan,L,0.5,0.1,0.91,Y,0,,,2025,0.1223,2026,0.1071,Y
159725.SZ,工银瑞信中证线上消费主题ETF,中证线上消费主题,中证线上消费主题指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20210702,nan,L,0.45,0.07,0.96,Y,0,,,2026,0.1214,2026,0.1214,Y
510430.SH,银华上证50等权重ETF,上证50等权重,上证50等权重指数×100%,被动指数型,银华基金管理股份有限公司,20120924,20201218,D,nan,nan,,Y,0,,,2015,0.1181,2020,0.0008,Y
159151.SZ,华夏中证全指食品ETF,中证全指食品,中证全指食品指数收益率×100%,被动指数型,华夏基金管理有限公司,20260114,nan,L,0.5,0.1,1.68,Y,0,,,2026,0.1178,2026,0.1178,Y
159108.SZ,博时国证工业软件主题ETF,国证工业软件主题,国证工业软件主题指数收益率×100%,被动指数型,博时基金管理有限公司,20251124,nan,L,0.5,0.1,1.25,Y,0,,,2026,0.1178,2026,0.1178,Y
563180.SH,银华中证高股息策略ETF,中证高股息策略,中证高股息策略指数收益率×100%,被动指数型,银华基金管理股份有限公司,20240514,nan,L,0.5,0.1,1.19,Y,0,,,2025,0.1171,2026,0.0735,Y
563960.SH,兴全沪深300质量ETF,沪深300质量,沪深300质量指数收益率×100%,被动指数型,兴证全球基金管理有限公司,20260108,nan,L,0.5,0.1,3.48,Y,0,,,2026,0.1169,2026,0.1169,Y
562910.SH,易方达中证装备产业ETF,中证装备产业,中证装备产业指数收益率×100%,被动指数型,易方达基金管理有限公司,20220110,nan,L,0.15,0.05,2.45,Y,0,,,2026,0.1166,2026,0.1166,Y
515960.SH,嘉实中证医药健康100策略ETF,中证医药健康100策略,中证医药健康100策略指数收益率×100%,被动指数型,嘉实基金管理有限公司,20200610,nan,L,0.5,0.1,2.0,Y,0,,,2020,0.115,2026,0.0597,Y
516130.SH,华宝中证消费龙头ETF,中证消费龙头,中证消费龙头指数收益率×100%,被动指数型,华宝基金管理有限公司,20211013,nan,L,0.5,0.05,10.87,Y,0,,,2026,0.1146,2026,0.1146,Y
512550.SH,嘉实富时中国A50ETF,富时中国A50,富时中国A50指数×100%,被动指数型,嘉实基金管理有限公司,20170807,nan,L,0.5,0.1,1.97,Y,0,,,2024,0.1135,2026,0.0951,Y
563560.SH,兴业中证科技优势成长50策略ETF,中证科技优势成长50策略,中证科技优势成长50策略指数收益率×100%,被动指数型,兴业基金管理有限公司,20260227,nan,L,0.5,0.1,0.67,Y,0,,,2026,0.1132,2026,0.1132,Y
159336.SZ,融通中证诚通央企红利ETF,中证诚通央企红利,中证诚通央企红利指数收益率×100%,被动指数型,融通基金管理有限公司,20250212,nan,L,0.3,0.05,3.79,Y,0,,,2026,0.1132,2026,0.1132,Y
563700.SH,易方达中证红利价值ETF,中证红利价值,中证红利价值指数收益率×100%,被动指数型,易方达基金管理有限公司,20250428,nan,L,0.15,0.05,4.01,Y,0,,,2025,0.1089,2026,0.0852,Y
517300.SH,国寿安保中证沪港深300ETF,中证沪港深300,中证沪港深300指数×100%,被动指数型,国寿安保基金管理有限公司,20210224,nan,L,0.5,0.1,9.55,Y,0,,,2026,0.1087,2026,0.1087,Y
512770.SH,华夏战略新兴成指ETF,中国战略新兴产业成份,中国战略新兴产业成份指数(简称:新兴成指)指数收益率×100%,被动指数型,华夏基金管理有限公司,20180816,nan,L,0.5,0.1,2.55,Y,0,,,2021,0.1077,2026,0.051,Y
515200.SH,申万菱信中证研发创新100ETF,中证研发创新100,中证研发创新100指数×100%,被动指数型,申万菱信基金管理有限公司,20191115,nan,L,0.5,0.1,0.96,Y,0,,,2020,0.1072,2026,0.0362,Y
513210.SH,易方达恒生ETF(QDII),恒生,恒生指数收益率(使用估值汇率折算)×100%,被动指数型,易方达基金管理有限公司,20240422,nan,L,0.5,0.1,0.62,Y,0,,,2025,0.1067,2026,0.0681,Y
515090.SH,博时中证可持续发展100ETF,中证可持续发展100,中证可持续发展100指数收益率×100%,被动指数型,博时基金管理有限公司,20200220,nan,L,0.5,0.1,0.16,Y,0,,,2020,0.1066,2026,0.0136,Y
561150.SH,富国中证500ESG基准ETF,中证500ESG基准,中证500ESG基准指数收益率×100%,被动指数型,富国基金管理有限公司,20220808,20221227,D,nan,nan,,Y,0,,,2022,0.1061,2022,0.1061,Y
159909.SZ,招商深证电子信息传媒产业(TMT)50ETF,深证电子信息传媒产业50,深证电子信息传媒产业50指数(深证TMT50P)×100%,被动指数型,招商基金管理有限公司,20110901,nan,L,0.5,0.1,7.09,Y,0,,,2015,0.1059,2026,0.0793,Y
159896.SZ,南方中证物联网主题ETF,中证物联网主题,中证物联网主题指数收益率×100%,被动指数型,南方基金管理股份有限公司,20211124,nan,L,0.5,0.1,0.5,Y,0,,,2022,0.1033,2026,0.0344,Y
516830.SH,富国沪深300ESG基准ETF,沪深300ESG基准,沪深300ESG基准指数×100%,被动指数型,富国基金管理有限公司,20210705,nan,L,0.15,0.05,0.93,Y,0,,,2023,0.1015,2026,0.0579,Y
159944.SZ,广发中证全指原材料ETF,中证全指原材料,中证全指原材料指数×100%,被动指数型,广发基金管理有限公司,20150706,nan,L,0.5,0.1,0.49,Y,0,,,2026,0.1007,2026,0.1007,Y
159683.SZ,嘉实中证内地运输主题ETF,中证内地运输主题,中证内地运输主题指数收益率×100%,被动指数型,嘉实基金管理有限公司,20230109,20250115,D,nan,nan,,Y,0,,,2023,0.0988,2024,0.0457,Y
517950.SH,交银中证智选沪深港科技50ETF,中证智选沪深港科技50,中证智选沪深港科技50指数收益率×100%,被动指数型,交银施罗德基金管理有限公司,20251218,nan,L,0.5,0.05,0.58,Y,0,,,2026,0.0974,2026,0.0974,Y
159523.SZ,华夏中证智选300成长创新策略ETF,中证智选300成长创新策略,中证智选300成长创新策略指数收益率×100%,被动指数型,华夏基金管理有限公司,20230919,nan,L,0.5,0.1,0.89,Y,0,,,2026,0.0969,2026,0.0969,Y
512310.SH,南方中证500工业指数ETF,中证500工业,中证500工业指数×100%,被动指数型,南方基金管理股份有限公司,20150508,20210416,D,nan,nan,,Y,0,,,2015,0.0957,2020,0.0052,Y
516560.SH,华宝中证养老产业ETF,中证养老产业,中证养老产业指数收益率×100%,被动指数型,华宝基金管理有限公司,20210916,nan,L,0.5,0.1,1.57,Y,0,,,2021,0.0954,2026,0.0386,Y
159617.SZ,华夏中证智选500价值稳健策略ETF,中证智选500价值稳健策略,中证智选500价值稳健策略指数收益率×100%,被动指数型,华夏基金管理有限公司,20220630,nan,L,0.5,0.1,0.42,Y,0,,,2022,0.0931,2026,0.0184,Y
530380.SH,易方达上证380ETF,上证380,上证380指数收益率×100%,被动指数型,易方达基金管理有限公司,20250930,nan,L,0.15,0.05,1.51,Y,0,,,2025,0.0928,2026,0.0422,Y
516900.SH,华安中证申万食品饮料ETF,中证申万食品饮料,中证申万食品饮料指数收益率×100%,被动指数型,华安基金管理有限公司,20210428,nan,L,0.5,0.1,1.38,Y,0,,,2022,0.0926,2026,0.0618,Y
159940.SZ,广发中证全指金融地产ETF,中证全指金融地产,中证全指金融地产指数×100%,被动指数型,广发基金管理有限公司,20150417,nan,L,0.5,0.1,3.48,Y,0,,,2024,0.0926,2026,0.0525,Y
512640.SH,嘉实中证金融地产ETF,中证金融地产,中证金融地产指数×100%,被动指数型,嘉实基金管理有限公司,20140725,nan,L,0.5,0.1,0.49,Y,0,,,2014,0.0926,2026,0.0564,Y
159503.SZ,鹏扬国证财富管理ETF,国证财富管理,国证财富管理指数收益率×100%,被动指数型,鹏扬基金管理有限公司,20230720,20240719,D,nan,nan,,Y,0,,,2023,0.0904,2024,0.0751,Y
159730.SZ,博时国证龙头家电ETF,国证龙头家电,国证龙头家电指数收益率×95%+银行活期存款利率(税后)×5%,被动指数型,博时基金管理有限公司,20211224,nan,L,0.5,0.1,0.44,Y,0,,,2022,0.0896,2026,0.0169,Y
517660.SH,天弘中证沪港深物联网主题ETF,中证沪港深物联网主题,中证沪港深物联网主题指数×100%,被动指数型,天弘基金管理有限公司,20211025,nan,L,0.5,0.1,0.51,Y,0,,,2022,0.0893,2026,0.0204,Y
562920.SH,易方达中证信息安全主题ETF,中证信息安全主题,中证信息安全主题指数收益率×100%,被动指数型,易方达基金管理有限公司,20230612,nan,L,0.5,0.1,0.89,Y,0,,,2026,0.0875,2026,0.0875,Y
512340.SH,南方中证500原材料指数ETF,中证500原材料,中证500原材料指数×100%,被动指数型,南方基金管理股份有限公司,20150515,20210416,D,nan,nan,,Y,0,,,2015,0.0869,2020,0.0052,Y
159013.SZ,大成中证工业互联网主题ETF,中证工业互联网主题,中证工业互联网主题指数收益率×100%,被动指数型,大成基金管理有限公司,20260428,nan,L,0.5,0.1,0.4,Y,0,,,2026,0.0852,2026,0.0852,Y
515520.SH,大成MSCI中国A股质优价值100ETF,MSCI中国A股质优价值100,MSCI中国A股质优价值100指数收益率×100%,被动指数型,大成基金管理有限公司,20191118,20230613,D,nan,nan,,Y,0,,,2020,0.0836,2023,0.0016,Y
510120.SH,海富通上证非周期行业100ETF,上证非周期行业100,上证非周期行业100指数×100%,被动指数型,海富通基金管理有限公司,20110608,20230811,D,nan,nan,,Y,0,,,2015,0.0814,2023,0.0004,Y
159728.SZ,南方国证在线消费ETF,国证在线消费,国证在线消费指数×100%,被动指数型,南方基金管理股份有限公司,20220111,nan,L,0.5,0.1,0.38,Y,0,,,2026,0.0813,2026,0.0813,Y
561060.SH,华安中证国有企业红利ETF,中证国有企业红利,中证国有企业红利指数收益率×100%,被动指数型,华安基金管理有限公司,20230921,nan,L,0.5,0.1,0.58,Y,0,,,2023,0.081,2026,0.043,Y
159965.SZ,国联央视财经50ETF,央视财经50,央视财经50指数收益率×100%,被动指数型,国联基金管理有限公司,20190424,nan,L,0.5,0.1,0.35,Y,0,,,2019,0.0803,2026,0.0037,Y
159978.SZ,建信中证沪港深粤港澳大湾区发展主题ETF,中证沪港深粤港澳大湾区发展主题,中证沪港深粤港澳大湾区发展主题指数收益率×100%,被动指数型,建信基金管理有限责任公司,20200414,20230112,D,nan,nan,,Y,0,,,2020,0.0775,2022,0.0042,Y
561500.SH,华泰柏瑞中证企业核心竞争力50ETF,中证企业核心竞争力50,中证企业核心竞争力50指数收益率×100%,被动指数型,华泰柏瑞基金管理有限公司,20210628,nan,L,0.5,0.1,0.45,Y,0,,,2021,0.0754,2026,0.0312,Y
159018.SZ,广发国证石油天然气ETF,国证石油天然气指数同期,国证石油天然气指数同期收益率×100%,被动指数型,广发基金管理有限公司,20260427,nan,L,0.5,0.1,0.24,Y,0,,,2026,0.0742,2026,0.0742,Y
159717.SZ,鹏华国证ESG300ETF,国证ESG300,国证ESG300指数收益率×100%,被动指数型,鹏华基金管理有限公司,20210929,nan,L,0.5,0.1,0.29,Y,0,,,2021,0.0742,2026,0.0156,Y
159804.SZ,国寿安保国证创业板中盘精选88ETF,国证创业板中盘精选88,国证创业板中盘精选88指数×100%,被动指数型,国寿安保基金管理有限公司,20200331,nan,L,0.3,0.1,0.26,Y,0,,,2020,0.074,2026,0.0031,Y
510990.SH,工银瑞信中证180ESGETF,中证180ESG,中证180ESG指数收益率×100%,被动指数型,工银瑞信基金管理有限公司,20210701,nan,L,0.45,0.1,0.42,Y,0,,,2024,0.0733,2026,0.0548,Y
530530.SH,华夏上证580ETF,上证580,上证580指数收益率×100%,被动指数型,华夏基金管理有限公司,20250829,nan,L,0.15,0.05,1.57,Y,0,,,2025,0.0725,2026,0.0367,Y
512390.SH,平安MSCI中国A股低波动ETF,MSCI中国A股低波动,MSCI中国A股低波动指数(MSCI China A International Minimum Volatility Index)收益率×100%,被动指数型,平安基金管理有限公司,20180713,nan,D,nan,nan,0.16,Y,0,,,2018,0.0717,2026,0.0203,Y
159872.SZ,鹏华中证车联网主题ETF,中证车联网主题,中证车联网主题指数收益率×100%,被动指数型,鹏华基金管理有限公司,20210701,nan,L,0.5,0.1,0.5,Y,0,,,2021,0.0715,2026,0.0163,Y
560030.SH,汇添富中证800价值ETF,中证800价值,中证800价值指数收益率×100%,被动指数型,汇添富基金管理股份有限公司,20230710,nan,L,0.5,0.1,0.31,Y,0,,,2023,0.0702,2026,0.0035,Y
159836.SZ,天弘创业板300ETF,创业板300,创业板300指数收益率×100%,被动指数型,天弘基金管理有限公司,20210525,nan,L,0.5,0.1,1.5,Y,0,,,2021,0.0694,2026,0.0228,Y
512590.SH,浦银安盛中证高股息精选ETF,中证高股息精选,中证高股息精选指数收益率×100%,被动指数型,浦银基金管理有限公司,20190308,20230428,D,nan,nan,,Y,0,,,2020,0.0689,2022,0.066,Y
510070.SH,鹏华上证民营企业50ETF,上证民营企业50,上证民营企业50指数×100%,被动指数型,鹏华基金管理有限公司,20101029,20200813,D,nan,nan,,Y,0,,,2015,0.0682,2020,0.0012,Y
512300.SH,南方中证500医药卫生指数ETF,中证500医药卫生,中证500医药卫生指数×100%,被动指数型,南方基金管理股份有限公司,20141218,20210312,D,nan,nan,,Y,0,,,2015,0.0677,2020,0.0257,Y
515500.SH,海富通中证长三角领先ETF,中证长三角领先,中证长三角领先指数收益率×100%,被动指数型,海富通基金管理有限公司,20200918,20230410,D,nan,nan,,Y,0,,,2020,0.067,2022,0.0168,Y
510200.SH,汇安上证证券ETF,上证证券行业,上证证券行业指数收益率×100%,被动指数型,汇安基金管理有限责任公司,20200508,nan,L,0.5,0.1,1.74,Y,0,,,2020,0.0669,2026,0.0529,Y
